lambda	T(lambda)	1/T	baseline					Derivative Y1		T(lambda)	Derivative Y 2
574.4	66.857	0.0149572969173011	0.0149151685189482	4.21283983529242E-5	745				2.15253648366921	66.857	-255.374301049234
574.5	66.657	0.0150021753154207	0.0149124312295076	8.97440859131127E-5	746				2.15216258467952	66.657	-262.147480871886
574.6	66.527	0.0150314909735897	0.0149096939400671	1.21797033522606E-4	747				2.15178881556096	66.527	-254.211285068695
574.7	66.504	0.0150366895224347	0.0149069566506265	1.29732871808234E-4	748				2.15141517624588	66.504	-239.575329620505
574.8	66.561	0.015023812743198	0.0149042193611859	1.1959338201202E-4	749				2.15104166666667	66.561	-218.236823244499
574.9	66.642	0.0150055520542601	0.0149014820717454	1.04069982514688E-4	750				2.15066828675577	66.642	-198.222107344604
575	66.723	0.0149873357013324	0.0148987447823048	8.85909190275445E-5	751				2.15029503644568	66.723	-191.594405891844
575.1	66.775	0.0149756645451142	0.0148960074928643	7.96570522499148E-5	752				2.14992191566892	66.775	-199.70260169495
575.2	66.816	0.0149664750957854	0.0148932702034237	7.32048923617265E-5	753				2.14954892435808	66.816	-198.429538014532
575.3	66.857	0.0149572969173011	0.0148905329139832	6.67640033179488E-5	754				2.14917606244579	66.857	-189.110146489084
575.4	66.912	0.0149450023912004	0.0148877956245426	5.72067666577847E-5	755				2.14880332986472	66.912	-178.441877239681
575.5	66.995	0.0149264870512725	0.014885058335102	4.1428716170442E-5	756				2.1484307265476	66.995	-158.370477481941
575.6	67.086	0.0149062397519602	0.0148823210456615	2.39187062986909E-5	757				2.14805825242718	67.086	-118.144840678037
575.7	67.186	0.0148840532253743	0.0148795837562209	4.46946915340883E-6	758				2.1476859074363	67.186	-46.9998893462616
575.8	67.282	0.0148628162064148	0.0148768757482894	-1.40595418746149E-5	759				2.1473136915078	67.282	37.6260815173431
575.9	67.376	0.0148420802659701	0.0148742074795487	-3.21272135786303E-5	760				2.1469416045746	67.376	116.935178611714
576	67.461	0.0148233794340434	0.014871539210808	-4.8159776764636E-5	761				2.14656964656965	67.461	178.818563196223
576.1	67.539	0.0148062600867647	0.0148688709420673	-6.2610855302625E-5	762				2.14619781742595	67.539	277.06998636011
576.2	67.609	0.0147909302016004	0.0148662026733266	-7.52724717262305E-5	763				2.14582611707655	67.609	395.555815657678
576.3	67.682	0.0147749770987855	0.0148635344045859	-8.8557305800414E-5	764				2.14545454545455	67.682	502.019957626815
576.4	67.758	0.0147584049115972	0.0148608661358452	-1.02461224248056E-4	765				2.14508310249307	67.758	533.142981113764
576.5	67.83	0.0147427392009435	0.0148581978671045	-1.15458666160976E-4	766				2.14471178812532	67.83	448.475643825942
576.6	67.899	0.01472775740438	0.0148555295983638	-1.27772193983777E-4	767				2.14434060228453	67.899	289.644051573899
576.7	67.963	0.0147138884392979	0.0148528613296231	-1.38972890325259E-4	768				2.14396954490396	67.963	90.2820660209275
576.8	68.017	0.0147022068012409	0.0148501930608824	-1.47986259641545E-4	769				2.14359861591696	68.017	-45.8462695722099
576.9	68.051	0.0146948612070359	0.0148475247921417	-1.52663585105815E-4	770				2.14322781525688	68.051	-80.91860266342
577	68.052	0.0146946452712632	0.014844856523401	-1.50211252137865E-4	771				2.14285714285714	68.052	-53.9620666666748
577.1	68.023	0.0147009099863282	0.0148421882546603	-1.41278268332162E-4	772				2.14248659865122	68.023	-31.0401008070988
577.2	67.965	0.0147134554550136	0.0148395199859196	-1.26064530906007E-4	773				2.14211618257261	67.965	-49.9564406779729
577.3	67.89	0.0147297098247165	0.014836871091319	-1.07161266602552E-4	774				2.14174589455488	67.89	-109.39953268765
577.4	67.759	0.0147581871042961	0.0148342738610919	-7.60867567958096E-5	775				2.14137573453163	67.759	-178.337689104078
577.5	67.596	0.0147937747795728	0.0148316766308648	-3.79018512920767E-5	776				2.1410057024365	67.596	-240.566384019465
577.6	67.386	0.0148398777194076	0.0148290794006377	1.07983187698502E-5	777				2.14063579820318	67.386	-267.682620500571
577.7	67.2	0.0148809523809524	0.0148264821704107	5.44702105417239E-5	778				2.14026602176542	67.2	-250.191796045164
577.8	67.053	0.0149135758280763	0.0148238849401836	8.96908878927297E-5	779				2.13989637305699	67.053	-231.339940677777
577.9	66.985	0.0149287153840412	0.0148212877099565	1.07427674084722E-4	780				2.13952685201174	66.985	-221.94626795791
578	66.986	0.0149284925208252	0.0148186904797294	1.09802041095852E-4	781				2.13915745856354	66.986	-224.732872316562
578.1	67.019	0.0149211417657679	0.0148160932495023	1.05048516265608E-4	782				2.1387881926463	67.019	-219.38965326894
578.2	67.046	0.0149151328938341	0.0148134960192752	1.01636874558863E-4	783				2.13841905419399	67.046	-201.855431073363
578.3	67.059	0.0149122414590137	0.0148108987890481	1.01342669965573E-4	784				2.13805004314064	67.059	-192.438433010351
578.4	67.069	0.0149100180411218	0.014808301558821	1.01716482300784E-4	785				2.13768115942029	67.069	-191.150816949139
578.5	67.096	0.014904018123286	0.014805704328594	9.83137946920804E-5	786				2.13731240296705	67.096	-193.928131154258
578.6	67.15	0.0148920327624721	0.0148031070983669	8.89256641052067E-5	787				2.13694377371507	67.15	-184.497601130034
578.7	67.228	0.0148747545665497	0.0148005098681398	7.42446984098727E-5	788				2.13657527159855	67.228	-164.204371670675
578.8	67.328	0.0148526615969582	0.0147979214565781	5.47401403800489E-5	789				2.13620689655172	67.328	-150.687417271951
578.9	67.426	0.0148310740663839	0.0147953969803407	3.56770860431635E-5	790				2.13583864850888	67.426	-143.948607828862
579	67.513	0.0148119621406248	0.0147928725041033	1.90896365214414E-5	791				2.13547052740434	67.513	-123.619360048433
579.1	67.597	0.0147935559270382	0.0147903480278659	3.20789917225908E-6	792				2.1351025331725	67.597	-69.2997163842433
579.2	67.677	0.0147760686791672	0.0147878235516285	-1.17548724613073E-5	793				2.13473466574776	67.677	-1.35450088780903
579.3	67.763	0.0147573159393769	0.0147852990753911	-2.79831360141813E-5	794				2.1343669250646	67.763	80.2425290556488
579.4	67.839	0.0147407833252259	0.0147827745991537	-4.19912739278248E-5	795				2.13399931105753	67.839	185.017398062958
579.5	67.912	0.0147249381552597	0.0147802501229163	-5.53119676565805E-5	796				2.1336318236611	67.912	317.086102905701
579.6	67.981	0.0147099924979038	0.0147777256466789	-6.77331487751003E-5	797				2.13326446280992	67.981	456.043550605194
579.7	68.053	0.0146944293418365	0.0147752011704415	-8.07718286050165E-5	798				2.13289722843863	68.053	533.814280790727
579.8	68.124	0.01467911455581	0.0147726766942041	-9.35621383941331E-5	799				2.13253012048193	68.124	509.467129943478
579.9	68.189	0.0146651219404889	0.0147701522179667	-1.05030277477793E-4	800				2.13216313887455	68.189	380.178695157414
580	68.245	0.0146530881383252	0.0147676277417293	-1.14539603404178E-4	801				2.13179628355127	68.245	220.820818402014
580.1	68.3	0.0146412884333821	0.0147651032654919	-1.23814832109792E-4	802				2.13142955444693	68.3	107.720660774836
580.2	68.351	0.0146303638571491	0.0147625787892545	-1.32214932105402E-4	803				2.13106295149639	68.351	60.019343825661
580.3	68.391	0.0146218069629045	0.0147600543130171	-1.38247350112657E-4	804				2.13069647463457	68.391	51.853936642454
580.4	68.402	0.0146194555714745	0.0147576017637684	-1.38146192293919E-4	805				2.13033012379642	68.402	17.739738821621
580.5	68.392	0.0146215931687917	0.0147551514622381	-1.33558293446455E-4	806				2.12996389891697	68.392	-60.0902203390271
580.6	68.343	0.0146320764379673	0.0147527011607078	-1.20624722740504E-4	807				2.12959779993125	68.343	-154.365063680466
580.7	68.256	0.0146507266760431	0.0147502508591775	-9.95241831343724E-5	808				2.12923182677436	68.256	-226.835328087147
580.8	68.11	0.014682131845544	0.0147478005576472	-6.56687121032215E-5	809				2.12886597938144	68.11	-250.14749878932
580.9	67.921	0.0147229869996025	0.0147453502561169	-2.23632565144061E-5	810				2.12850025768768	67.921	-244.762479176663
581	67.718	0.0147671224785138	0.0147428999545866	2.42225239272635E-5	811				2.12813466162831	67.718	-235.272235835332
581.1	67.547	0.0148045064917761	0.0147404496530563	6.40568387198347E-5	812				2.12776919113859	67.547	-233.9854351091
581.2	67.439	0.0148282151277451	0.014737999351526	9.02157762191231E-5	813				2.12740384615385	67.439	-231.327258757016
581.3	67.385	0.0148400979446464	0.0147355490499956	1.04548894650794E-4	814				2.12703862660944	67.385	-213.604489507654
581.4	67.36	0.0148456057007126	0.0147330987484653	1.1250695224726E-4	815				2.12667353244078	67.36	-195.872800242173
581.5	67.341	0.0148497943303485	0.014730648446935	1.19145883413507E-4	816				2.12630856358332	67.341	-194.571007748179
581.6	67.322	0.0148539853242625	0.0147281981454047	1.2578717885779E-4	817				2.12594371997255	67.322	-193.265934624704
581.7	67.328	0.0148526615969582	0.0147257478438744	1.26913753083775E-4	818				2.125579001544	67.328	-179.619764648913
581.8	67.366	0.0148442834664371	0.0147232975423441	1.20985924092987E-4	819				2.12521440823328	67.366	-170.081662631102
581.9	67.441	0.0148277753888584	0.0147209088575308	1.0686653132759E-4	820				2.12484993997599	67.441	-153.672028248503
582	67.532	0.0148077948231949	0.0147185338653213	8.92609578736093E-5	821				2.12448559670782	67.532	-134.511149636875
582.1	67.624	0.0147876493552585	0.0147161588731118	7.14904821466668E-5	822				2.12412137836448	67.624	-116.70566594033
582.2	67.711	0.0147686491116658	0.0147137838809023	5.48652307634321E-5	823				2.12375728488173	67.711	-123.619587731999
582.3	67.796	0.0147501327511948	0.0147114088886928	3.87238625019354E-5	824				2.12339331619537	67.796	-138.770805084709
582.4	67.882	0.0147314457440853	0.0147090338964833	2.24118476019972E-5	825				2.12302947224126	67.882	-127.823237288142
582.5	67.965	0.0147134554550136	0.0147066589042738	6.79655073978006E-6	826				2.12266575295529	67.965	-111.366568038779
582.6	68.038	0.0146976689497046	0.0147042839120643	-6.61496235975292E-6	827				2.12230215827338	68.038	-89.39891016952
582.7	68.108	0.0146825629881952	0.0147019089198548	-1.93459316596128E-5	828				2.12193868813153	68.108	-48.1498360774885
582.8	68.18	0.0146670577882077	0.0146995339276453	-3.2476139437649E-5	829				2.12157534246575	68.18	50.9359709442693
582.9	68.249	0.0146522293366936	0.0146971589354358	-4.49295987422563E-5	830				2.12121212121212	68.249	202.405028571295
583	68.311	0.0146389307724964	0.0146947839432263	-5.58531707299595E-5	831				2.12084902430674	68.311	359.482212671683
583.1	68.373	0.0146256563263276	0.0146924089510168	-6.67526246891943E-5	832				2.12048605168578	68.373	472.575143422286
583.2	68.423	0.0146149686508922	0.0146900339588073	-7.50653079150954E-5	833				2.12012320328542	68.423	505.806218401897
583.3	68.471	0.0146047231674724	0.0146876589665978	-8.29357991254803E-5	834				2.11976047904192	68.471	457.719166666529
583.4	68.508	0.014596835406084	0.0146853347526946	-8.84993466106643E-5	835				2.11939787889155	68.508	370.987679015125
583.5	68.561	0.014585551552632	0.0146830359279445	-9.74843753125728E-5	836				2.11903540277065	68.561	292.477416464984
583.6	68.609	0.0145753472576484	0.0146807371031944	-1.05389845546025E-4	837				2.1186730506156	68.609	220.810851331848
583.7	68.654	0.0145657936900982	0.0146784382784443	-1.12644588346172E-4	838				2.1183108223628	68.654	131.146476271194
583.8	68.69	0.0145581598485951	0.0146761394536943	-1.17979605099116E-4	839				2.11794871794872	68.69	6.89275423730047
583.9	68.719	0.014552016181842	0.0146738406289442	-1.21824447102164E-4	840				2.11758673730986	68.719	-109.147831315544
584	68.725	0.0145507457257184	0.0146715418041941	-1.20796078475623E-4	841				2.11722488038277	68.725	-175.5177276837
584.1	68.682	0.0145598555662328	0.014669242979444	-1.0938741321119E-4	842				2.11686314710405	68.682	-210.137344310065
584.2	68.578	0.0145819358978098	0.0146669441546939	-8.50082568840862E-5	843				2.11650153741032	68.578	-230.953056900642
584.3	68.421	0.0146153958579968	0.0146646453299438	-4.9249471946974E-5	844				2.11614005123826	68.421	-235.179613801298
584.4	68.235	0.014655235582912	0.0146623465051937	-7.1109222816966E-6	845				2.11577868852459	68.235	-221.420606295371
584.5	68.054	0.0146942134187557	0.0146600476804436	3.41657383120947E-5	846				2.11541744920608	68.054	-213.191490960528
584.6	67.903	0.0147268898281372	0.0146577488556935	6.91409724436886E-5	847				2.11505633321953	67.903	-210.494157062265
584.7	67.785	0.0147525263701409	0.0146554500309434	9.70763391974737E-5	848				2.11469534050179	67.785	-205.024805084693
584.8	67.691	0.0147730126604718	0.0146531512061933	1.1986145427853E-4	849				2.11433447098976	67.691	-189.849574656886
584.9	67.625	0.0147874306839187	0.0146508919242782	1.36538759640438E-4	850				2.11397372462037	67.625	-173.280772477845
585	67.596	0.0147937747795728	0.014648669859149	1.45104920423753E-4	851				2.1136131013306	67.596	-156.697789104222
585.1	67.62	0.0147885241052943	0.0146464477940198	1.4207631127452E-4	852				2.11325260105748	67.62	-138.718863922516
585.2	67.675	0.0147765053564832	0.0146442257288905	1.3227962759265E-4	853				2.11289222373806	67.675	-140.155989346211
585.3	67.747	0.01476080121629	0.0146420036637613	1.18797552528707E-4	854				2.11253196930946	67.747	-145.754953995123
585.4	67.827	0.014743391274861	0.0146397815986321	1.03609676228959E-4	855				2.11217183770883	67.827	-136.083151412337
585.5	67.914	0.0147245045204229	0.0146375595335029	8.69449869200338E-5	856				2.11181182887336	67.914	-126.407095722417
585.6	67.997	0.0147065311704928	0.0146353374683736	7.11937021191916E-5	857				2.11145194274029	67.997	-119.501654237336
585.7	68.074	0.0146898962893322	0.0146331154032444	5.67808860878032E-5	858				2.11109217924689	68.074	-127.88593631958
585.8	68.151	0.0146732989978137	0.0146308933381152	4.24056596985134E-5	859				2.11073253833049	68.151	-130.706280871707
585.9	68.226	0.0146571688212705	0.0146286712729859	2.84975482845486E-5	860				2.11037301992846	68.226	-121.016046731215
586	68.299	0.0146415028038478	0.0146264492078567	1.50535959910804E-5	861				2.1100136239782	68.299	-108.531526715118
586.1	68.363	0.0146277957374603	0.0146242271427275	3.56859473284524E-6	862				2.10965435041716	68.363	-96.043695480289
586.2	68.424	0.0146147550567052	0.0146220050775982	-7.25002089299945E-6	863				2.10929519918284	68.424	-90.5053498788963
586.3	68.476	0.0146036567556516	0.014619783012469	-1.61262568174024E-5	864				2.10893617021277	68.476	-48.7449556093273
586.4	68.524	0.014593427120425	0.0146175889826372	-2.41618622122113E-5	865				2.10857726344452	68.524	41.8101824051694
586.5	68.577	0.014582148533765	0.0146154440145757	-3.32954808107376E-5	866				2.10821847881572	68.577	175.635971186521
586.6	68.629	0.0145710996808929	0.0146132990465142	-4.21993656213194E-5	867				2.10785981626404	68.629	330.463389750015
586.7	68.675	0.0145613396432472	0.0146111540784528	-4.9814435205589E-5	868				2.10750127572716	68.675	465.866384665035
586.8	68.72	0.0145518044237485	0.0146090091103913	-5.72046866427547E-5	869				2.10714285714286	68.72	539.965999999672
586.9	68.761	0.0145431276450313	0.0146068641423298	-6.37364972984906E-5	870				2.1067845604489	68.761	542.936388216021
587	68.812	0.0145323490088938	0.0146047191742684	-7.23701653745652E-5	871				2.10642638558313	68.812	469.113948991345
587.1	68.855	0.0145232735458572	0.0146025742062069	-7.93006603496595E-5	872				2.10606833248343	68.855	328.205875060856
587.2	68.899	0.0145139987517961	0.0146004292381454	-8.64304863493221E-5	873				2.1057104010877	68.899	150.875922840987
587.3	68.933	0.0145068399750482	0.014598284270084	-9.14442950357263E-5	874				2.1053525913339	68.933	-16.7834120257792
587.4	68.968	0.0144994780187913	0.0145961393020225	-9.66612832311708E-5	875				2.10499490316004	68.968	-130.030956174325
587.5	68.998	0.0144931737151801	0.014593994333961	-1.00820618780875E-4	876				2.10463733650416	68.998	-193.007124293928
587.6	69.003	0.014492123530861	0.0145918493658996	-9.97258350385784E-5	877				2.10427989130435	69.003	-204.260375141267
587.7	68.968	0.0144994780187913	0.0145897043978381	-9.02263790467667E-5	878				2.10392256749873	68.968	-207.132147699664
587.8	68.877	0.0145186346675959	0.0145875594297766	-6.89247621807609E-5	879				2.10356536502547	68.877	-207.198695722301
587.9	68.731	0.0145494754914085	0.0145854308357169	-3.5955344308369E-5	880				2.10320828382278	68.731	-212.875730589136
588	68.543	0.0145893818478911	0.0145833630593779	6.01878851319744E-6	881				2.10285132382892	68.543	-200.331566586051
588.1	68.344	0.0146318623434391	0.0145812952830389	5.05670604001671E-5	882				2.10249448498218	68.344	-169.572858595711
588.2	68.154	0.0146726531091352	0.0145792275066999	9.34256024352851E-5	883				2.1021377672209	68.154	-148.598728813503
588.3	68.008	0.0147041524526526	0.0145771597303609	1.26992722291721E-4	884				2.10178117048346	68.008	-140.240099273612
588.4	67.919	0.014723420545061	0.0145750919540219	1.48328591039117E-4	885				2.10142469470828	67.919	-150.105545439842
588.5	67.9	0.0147275405007364	0.0145730241776829	1.54516323053461E-4	886				2.10106833983381	67.9	-150.156943502816
588.6	67.931	0.0147208196552384	0.0145709564013439	1.49863253894491E-4	887				2.10071210579858	67.931	-140.379064406827
588.7	67.993	0.0147073963496242	0.0145688886250049	1.3850772461931E-4	888				2.10035599254111	67.993	-137.621432284108
588.8	68.069	0.0146909753338524	0.0145668208486659	1.24154485186496E-4	889				2.1	68.069	-141.880238095227
588.9	68.139	0.0146758831212668	0.0145647530723269	1.11130048939905E-4	890				2.09964412811388	68.139	-133.496908474535
589	68.217	0.0146591025697407	0.0145626852959879	9.64172737527597E-5	891				2.09928837682142	68.217	-115.266202905551
589.1	68.287	0.0146440757391597	0.0145606175196489	8.34582195108E-5	892				2.09893274606132	68.287	-97.0264532687943
589.2	68.369	0.0146265120156796	0.0145585497433099	6.79622723696975E-5	893				2.09857723577236	68.369	-101.281476029039
589.3	68.43	0.0146134736226801	0.0145564819669709	5.69916557091842E-5	894				2.09822184589331	68.43	-106.942457223549
589.4	68.49	0.014600671630895	0.0145544188606964	4.62527701986393E-5	895				2.09786657636302	68.49	-99.940340516559
589.5	68.536	0.0145908719505078	0.0145524281404207	3.84438100871042E-5	896				2.09751142712037	68.536	-90.1172682809024
589.6	68.59	0.0145793847499636	0.0145504374201449	2.89473298186183E-5	897				2.09715639810427	68.59	-101.420189830505
589.7	68.643	0.01456812784989	0.0145484466998692	1.96811500208036E-5	898				2.09680148925368	68.643	-104.267381113793
589.8	68.697	0.0145566764196399	0.0145464559795935	1.02204400463865E-5	899				2.09644670050761	68.697	-83.1609503631668
589.9	68.743	0.0145469356879973	0.0145444652593178	2.47042867956848E-6	900				2.09609203180511	68.743	-62.0378294591978
590	68.795	0.0145359401119267	0.014542474539042	-6.5344271152918E-6	901				2.09573748308525	68.795	-31.0277410815224
590.1	68.844	0.0145255940967986	0.0145404838187663	-1.48897219677448E-5	902				2.09538305428716	68.844	47.9831121064886
590.2	68.89	0.0145158949049209	0.0145384930984906	-2.25981935696902E-5	903				2.09502874535002	68.89	221.614381678747
590.3	68.926	0.0145083132635	0.0145365023782149	-2.81891147148675E-5	904				2.09467455621302	68.926	420.765124293693
590.4	68.959	0.0145013703795009	0.0145345116579391	-3.31412784382659E-5	905				2.09432048681542	68.959	570.616583050729
590.5	68.998	0.0144931737151801	0.0145325209376634	-3.93472224832526E-5	906				2.0939665370965	68.998	611.76861105751
590.6	69.035	0.0144854059535018	0.0145305302173877	-4.51242638858287E-5	907				2.09361270699561	69.035	525.753878127749
590.7	69.069	0.0144782753478406	0.014528539497112	-5.02641492713864E-5	908				2.0932589964521	69.069	333.640988135531
590.8	69.099	0.0144719894643917	0.0145265487768362	-5.45593124445572E-5	909				2.09290540540541	69.099	106.055677158914
590.9	69.141	0.0144631983916923	0.0145245580565605	-6.13596648681609E-5	910				2.09255193379497	69.141	-60.8467574657307
591	69.173	0.0144565075968947	0.0145226370663049	-6.61294694101894E-5	911				2.09219858156028	69.173	-148.605635593245
591.1	69.2	0.0144508670520231	0.0145207230490514	-6.98559970282384E-5	912				2.09184534864089	69.2	-175.552174656985
591.2	69.217	0.0144473178554401	0.0145188090317978	-7.14911763576506E-5	913				2.09149223497637	69.217	-182.691809039544
591.3	69.222	0.0144462743058565	0.0145168950145442	-7.06207086876957E-5	914				2.09113924050633	69.222	-172.834497578652
591.4	69.183	0.0144544179928595	0.0145149809972906	-6.05630044311304E-5	915				2.09078636517044	69.183	-165.809623486603
591.5	69.065	0.0144791138782307	0.0145130669800371	-3.39531018064224E-5	916				2.09043360890839	69.065	-167.282040678027
591.6	68.885	0.0145169485374174	0.0145111529627835	5.79557463393013E-6	917				2.09008097165992	68.885	-167.339449879088
591.7	68.661	0.0145643087050873	0.0145092389455299	5.50697595573801E-5	918				2.08972845336482	68.661	-156.044197740096
591.8	68.452	0.0146087769531935	0.0145073249282764	1.01452024917119E-4	919				2.0893760539629	68.452	-144.747040355004
591.9	68.289	0.0146436468538125	0.0145054109110228	1.38235942789684E-4	920				2.08902377339403	68.289	-146.214707506035
592	68.216	0.014659317462179	0.0145034968937692	1.55820568409744E-4	921				2.08867161159811	68.216	-139.163092171225
592.1	68.214	0.0146597472659571	0.0145015828765156	1.58164389441488E-4	922				2.08831956851509	68.214	-140.63269071831
592.2	68.259	0.0146500827729677	0.0144996688592621	1.50413913705591E-4	923				2.08796764408493	68.259	-134.992752784426
592.3	68.319	0.0146372165868938	0.0144977548420085	1.39461744885331E-4	924				2.08761583824768	68.319	-127.933978611806
592.4	68.383	0.0146235175409093	0.0144958408247549	1.27676716154358E-4	925				2.0872641509434	68.383	-116.597604519784
592.5	68.448	0.0146096306685367	0.0144939844937778	1.15646174758852E-4	926				2.08691258211218	68.448	-106.683912832966
592.6	68.505	0.0145974746368878	0.0144921466224092	1.05328014478604E-4	927				2.08656113169417	68.505	-118.102698385774
592.7	68.565	0.0145847006490192	0.0144903087510406	9.4391897978597E-5	928				2.08620979962957	68.565	-118.141042211456
592.8	68.623	0.014572373693951	0.014488470879672	8.39028142790577E-5	929				2.08585858585859	68.623	-113.909927360789
592.9	68.683	0.0145596435799252	0.0144866330083033	7.30105716218454E-5	930				2.08550749032149	68.683	-106.825317594756
593	68.733	0.0145490521292538	0.0144847951369347	6.42569923190936E-5	931				2.0851565129586	68.733	-98.3132435028439
593.1	68.785	0.0145380533546558	0.0144829572655661	5.50960890897609E-5	932				2.08480565371025	68.785	-102.623474576333
593.2	68.836	0.0145272822360393	0.0144811193941974	4.61628418418642E-5	933				2.08445491251682	68.836	-89.8218037126495
593.3	68.883	0.0145173700332448	0.0144792815228288	3.80885104159928E-5	934				2.08410428931876	68.883	-77.0196581920461
593.4	68.935	0.0145064190904475	0.0144774436514602	2.89754389873696E-5	935				2.08375378405651	68.935	-81.3246273607979
593.5	68.978	0.0144973759749485	0.0144756057800915	2.1770194857015E-5	936				2.08340339667059	68.978	-82.779936077542
593.6	69.025	0.0144875045273452	0.0144737679087229	1.3736618622277E-5	937				2.08305312710155	69.025	-81.3788653752744
593.7	69.06	0.0144801621778164	0.0144719300373543	8.23214046213709E-6	938				2.08270297528996	69.06	-47.1252987893041
593.8	69.1	0.0144717800289436	0.0144700921659856	1.6878629579397E-6	939				2.08235294117647	69.1	28.5811299434656
593.9	69.143	0.0144627800355784	0.014468254294617	-5.4742590385494E-6	940				2.08200302470173	69.143	168.655854882934
594	69.183	0.0144544179928595	0.0144664621191238	-1.20441262642882E-5	941				2.08165322580645	69.183	370.292943341524
594.1	69.223	0.01444606561403	0.0144646996459496	-1.86340319196128E-5	942				2.08130354443138	69.223	539.163065859708
594.2	69.258	0.0144387651968004	0.0144629371727755	-2.41719759750906E-5	943				2.0809539805173	69.258	600.849423728627
594.3	69.292	0.0144316804248687	0.0144611746996013	-2.94942747326166E-5	944				2.08060453400504	69.292	510.878440677744
594.4	69.33	0.0144237703735757	0.0144594122264271	-3.56418528514625E-5	945				2.08025520483546	69.33	314.924341242975
594.5	69.355	0.014418571119602	0.0144576497532529	-3.90786336508988E-5	946				2.07990599294947	69.355	113.114727683671
594.6	69.384	0.0144125446788885	0.0144558872800788	-4.33426011902695E-5	947				2.07955689828802	69.384	-35.8218138014636
594.7	69.412	0.0144067308246413	0.0144541248069046	-4.73939822633294E-5	948				2.07920792079208	69.412	-121.810328571446
594.8	69.442	0.0144005068978428	0.0144523623337304	-5.18554358876246E-5	949				2.07885906040268	69.442	-160.550566585936
594.9	69.469	0.0143949099598382	0.0144505998605563	-5.56899007180551E-5	950				2.0785103170609	69.469	-179.247125665787
595	69.475	0.0143936667866139	0.0144488373873821	-5.51706007681941E-5	951				2.07816169070782	69.475	-176.433576674798
595.1	69.449	0.0143990554219643	0.0144470749142079	-4.80194922435947E-5	952				2.07781318128459	69.449	-166.45192316391
595.2	69.357	0.0144181553412056	0.0144453124410337	-2.71570998280971E-5	953				2.07746478873239	69.357	-159.327610169392
595.3	69.19	0.0144529556294262	0.0144435499678596	9.40566156664747E-6	954				2.07711651299246	69.19	-162.257628732836
595.4	68.98	0.0144969556393157	0.0144417874946854	5.51681446303437E-5	955				2.07676835400603	68.98	-170.926381517336
595.5	68.77	0.014541224371092	0.0144400588731737	1.01165497918377E-4	956				2.07642031171443	68.77	-150.866853995199
595.6	68.623	0.014572373693951	0.0144383708736568	1.34002820294174E-4	957				2.07607238605898	68.623	-132.233346892708
595.7	68.55	0.0145878920495988	0.01443668287414	1.51209175458836E-4	958				2.07572457698107	68.55	-129.403487812691
595.8	68.544	0.0145891690009337	0.0144349948746232	1.54174126310545E-4	959				2.07537688442211	68.544	-136.638555690059
595.9	68.575	0.01458257382428	0.0144333068751063	1.49266949173657E-4	960				2.07502930832356	68.575	-126.609777966105
596	68.629	0.0145710996808929	0.0144316188755895	1.39480805303424E-4	961				2.07468184862693	68.629	-106.50404067802
596.1	68.687	0.01455879569642	0.0144299308760727	1.28864820347336E-4	962				2.07433450527373	68.687	-97.9017605327044
596.2	68.754	0.0145446083136981	0.0144282428765558	1.16365437142291E-4	963				2.07398727820556	68.754	-100.816433252546
596.3	68.81	0.0145327713995059	0.014426554877039	1.06216522466901E-4	964				2.07364016736402	68.81	-108.052980225983
596.4	68.87	0.0145201103528387	0.0144248668775221	9.52434753165327E-5	965				2.07329317269076	68.87	-109.530095883788
596.5	68.921	0.0145093657956211	0.0144231788780053	8.61869176157597E-5	966				2.07294629412749	68.921	-105.241028490747
596.6	68.983	0.0144963251815665	0.0144214908784885	7.4834303077996E-5	967				2.07259953161593	68.983	-90.853779096068
596.7	69.04	0.0144843568945539	0.0144198028789716	6.455401558224E-5	968				2.07225288509784	69.04	-83.6731854721108
596.8	69.088	0.0144742936544697	0.0144181148794548	5.61787750148583E-5	969				2.07190635451505	69.088	-72.1533575463963
596.9	69.132	0.0144650812937569	0.014416426879938	4.86544138189014E-5	970				2.0715599398094	69.132	-66.4069609362062
597	69.178	0.0144554627193616	0.0144147611186196	4.07016007420557E-5	971				2.07121364092277	69.178	-69.3149162228017
597.1	69.227	0.014445230907016	0.0144131465051576	3.20844018584353E-5	972				2.07086745779709	69.227	-73.6744398709228
597.2	69.266	0.0144370975659054	0.0144115318916956	2.55656742097193E-5	973				2.07052139037433	69.266	-75.1409769168527
597.3	69.301	0.0144298062077026	0.0144099172782337	1.98889294689801E-5	974				2.07017543859649	69.301	-76.6147627118008
597.4	69.334	0.0144229382409785	0.0144083026647717	1.46355762067809E-5	975				2.06982960240561	69.334	-63.6206960451369
597.5	69.371	0.0144152455637082	0.0144066880513097	8.55751239848927E-6	976				2.06948388174378	69.371	2.90024003230146
597.6	69.409	0.0144073535132332	0.0144050734378477	2.28007538544302E-6	977				2.06913827655311	69.409	121.558816464947
597.7	69.447	0.0143994700995003	0.0144034588243857	-3.9887248853912E-6	978				2.06879278677576	69.447	279.374040597237
597.8	69.482	0.0143922166892145	0.0144018442109237	-9.62752170927637E-6	979				2.06844741235392	69.482	432.947675947954
597.9	69.51	0.0143864192202561	0.0144002295974618	-1.38103772056933E-5	980				2.06810215322984	69.51	534.4755326874
